"produto","numero_nf","quantidade","total"
"A TEORIA",182500,"1.00","198.00"
"TV LED 32 SAMSUNG",182520,"1.00","1210.00"
"TV LED 32 SONY",182530,"1.00","1000.00"
"MIXER BRITANIA",182580,"1.00","90.00"
"SAO PAULO / BUENOS AIRES",182610,"1.00","1090.00"
"SAO PAULO / CURITIBA",182660,"1.00","300.00"
"THIEF",182690,"1.00","140.00"
"CADEIRA DE FERRO",182700,"1.00","300.00"
"DREAMC QUARTY",182750,"1.00","180.00"
"SMART TV PANASONIC 42",182770,"1.00","2200.00"
"PENDRIVE 16",182820,"1.00","30.00"
"NOTEBOOK HP ONE",182830,"1.00","1870.00"
"NOTEBOOK MSFT HIBR",182840,"1.00","4800.00"
"NOTEBOOK ACER 15",182860,"1.00","1500.00"
"C# PRATICO",182910,"1.00","60.00"
"XTG RAD D3",182950,"1.00","700.00"
"RIO DE JANEIRO / MIAMI",182960,"1.00","1900.00"
"MOTO G5",183040,"1.00","679.00"
"PC DUAL CORE",183120,"1.00","1350.00"
"SMART TV PANASONIC 46",183160,"1.00","3099.00"
"DEVILCRY",183170,"1.00","120.00"
"IPOD NANO 16",183180,"1.00","300.00"
"PENDRIVE 32 MULTILASER",183250,"1.00","50.00"
"MEMORIA DDR 3 32GB",183260,"1.00","350.00"
"SOCCER 2018",183350,"1.00","145.00"
"NOTEBOOK MSFT 17",183370,"1.00","3100.00"
"JUST DANCE",183390,"1.00","99.00"
"CAVALEIRO DOS 7 REINOS",183410,"1.00","30.00"
"CENTRIFUGA ARNO",183460,"1.00","2800.00"
"MESA 4 LUGARES",183500,"1.00","1000.00"
"NOTEBOOK MSFT TOUCH",183530,"1.00","3500.00"
"SAO PAULO / MIAMI",183570,"1.00","2300.00"
"NOTEBOOK MSFT 17",183580,"1.00","3100.00"
"SOUTH PLACE",183590,"1.00","98.00"
"COMBO TECLADO E MOUSE",183600,"1.00","130.00"
"DESKTOP I3",183620,"1.00","1800.00"
"SAO PAULO / BUENOS AIRES",183640,"1.00","1090.00"
"LAVADORA GANCA 10L",183650,"1.00","5400.00"
"JACKSON",183670,"1.00","34.00"
"MOUSE OPTICO",183700,"1.00","59.00"
"JUICER ARNO",183780,"1.00","450.00"
"SAO PAULO / LONDRINA",183870,"1.00","310.00"
"XTG RAD D1",183900,"1.00","800.00"
"CARTAO SD 32 GB SANDISK",183910,"1.00","32.00"
"CARTOON MOVIE",183950,"1.00","99.00"
"MOUSE OPTICO",183980,"1.00","89.00"
"RIO DE JANEIRO / LIMA",184000,"1.00","1900.00"
"GRILL GEROGE FOREMAN",184010,"1.00","250.00"
"RIO DE JANEIRO / MADRID",184030,"1.00","1800.00"
"ARMARIO COZINHA 6 PORTAS",184060,"1.00","2500.00"
"RIO DE JANEIRO / PARIS",184100,"1.00","2300.00"
"JUST DANCE",184130,"1.00","99.00"
"MOTO Z PLAY 3",184180,"1.00","1150.00"
"LAVADORA LG 10L",184190,"1.00","2800.00"
"MIXER WALLITA",184220,"1.00","160.00"
"MEMORIA DDR 3 4GB",184240,"1.00","80.00"
"MOCHILA NOTEBOOK 15.6 POL",184250,"1.00","109.00"
"SAO PAULO / RIO DE JANEIRO",184260,"1.00","230.00"
"DESKTOP A5 HP",184280,"1.00","1300.00"
"SAMSUNG XY 3",184300,"1.00","800.00"
"EXCHANGE 2014",184310,"1.00","130.00"
"LEITOR DE CARTOES",184330,"1.00","34.00"
"MICROONDAS BRASTEMP",184340,"1.00","600.00"
"JUICER ARNO",184350,"1.00","450.00"
"CHAPA A GAS GANCA",184360,"1.00","1800.00"
"PENDRIVE 256",184390,"1.00","240.00"
"NOTEBOOK ACER 17",184400,"1.00","2100.00"
"CARREGADOR TURBO CELULAR",184410,"1.00","99.00"
"BARCO DE PEDRA",184420,"1.00","37.00"
"XTG SOUND",184500,"1.00","320.00"
"PENDRIVE 64",184530,"1.00","80.00"
"SMART TV PANASONIC 42",184590,"1.00","2200.00"
"LAVA LOUCAS BRASTEMP",184610,"1.00","3500.00"
"GRILL GEROGE FOREMAN",184640,"1.00","250.00"
"BATEDEIRA BRASTEMP",184670,"1.00","120.00"
"PENDRIVE 16",184750,"1.00","30.00"
"NOTEBOOK ACER 17",184760,"1.00","2100.00"
"ESCOLINHA DO JUCA",184850,"1.00","56.00"
"NOKIA ASHA 202",184900,"1.00","700.00"
"DESKTOP P5 ML",184920,"1.00","1400.00"
"HD 3T SAMSUNG",184960,"1.00","700.00"
"VINGANÇA",184980,"1.00","45.00"
"TECLADO WIRELESS",185030,"1.00","89.00"
"PENDRIVE 64",185070,"1.00","80.00"
"TV LED 50 SAMSUNG",185110,"1.00","3300.00"
"PENDRIVE 128",185120,"1.00","146.00"
"PLAYSTATION 3",185140,"1.00","980.00"
"PLAYSTATION 4",185160,"1.00","1980.00"
"AS CRÔNICAS DE ANDROMEDA",185220,"1.00","69.00"
"SAMSUNG DUOS",185230,"1.00","1100.00"
"SONY W100",185270,"1.00","980.00"
"DESKTOP A5 HP",185320,"1.00","1300.00"
"MESA JANTAR 6 LUGARES",185340,"1.00","2500.00"
"MEMORIA DDR 3 32GB",185350,"1.00","350.00"
"SAO PAULO / CURITIBA",185420,"1.00","300.00"
"SONY I5",185440,"1.00","1800.00"
"SAO PAULO / LONDRINA",185450,"1.00","310.00"
"RIO DE JANEIRO / CURITIBA",185470,"1.00","450.00"
"TV 3D SONY 42",185490,"1.00","3100.00"
"IPAD MINI 16",185500,"1.00","1200.00"
"FUTEBOL 2018",185520,"1.00","145.00"
"NOTEBOOK ACER 17",185550,"1.00","2100.00"
"IPOD NANO 16",185560,"1.00","300.00"
"DESKTOP P5 HP",185570,"1.00","1400.00"
"MESA DE CENTRO",185580,"1.00","500.00"
"XTG RAD D1",185590,"1.00","800.00"
"CARTAO SD 128 GB SANDISK",185620,"1.00","156.00"
"SAMSUNG DUOS",185660,"1.00","1100.00"
"CAVALEIRO DOS 7 REINOS",185700,"1.00","30.00"
"MEMORIA DDR 3 32GB",185720,"1.00","350.00"
"TV LED 42 SONY",185770,"1.00","2000.00"
"XTG RAD D3",185840,"1.00","700.00"
"XTG E1",185850,"1.00","300.00"
"PHONE 5",185870,"1.00","2500.00"
"MESA JANTAR 6 LUGARES",185900,"1.00","2500.00"
"A CULPA É DAS ESTRELAS",185990,"1.00","24.00"
"ARMARIO COZINHA 6 PORTAS",186070,"1.00","2500.00"
"CARTOON MOVIE",186080,"1.00","99.00"
"NOTEBOOK ACER 17",186120,"1.00","2100.00"
"CAVALEIRO DAS TREVAS",186230,"1.00","110.00"
"JUICER ARNO",186250,"1.00","450.00"
"HD 3T SAMSUNG",186300,"1.00","700.00"
"CENTRIFUGA ARNO",186420,"1.00","2800.00"
"FAMILIA PARATTO",186430,"1.00","134.00"
"RIO DE JANEIRO / LIMA",186450,"1.00","1900.00"
"MOUSE OPTICO",186460,"1.00","59.00"
"SMART TV PANASONIC 46",186470,"1.00","3099.00"
"SOUTH PLACE",186480,"1.00","98.00"
"DINOSSAUROS",186490,"1.00","40.00"
"GLADIADORES",186510,"1.00","145.00"
"PHONE 5",186560,"1.00","2500.00"
"PLAYSTATION 4",186570,"1.00","1980.00"
"SMART TV PANASONIC 46",186590,"1.00","3099.00"
"PLAYSTATION 4",186650,"1.00","1980.00"
"TABLET 7 LENOVO",186670,"1.00","600.00"
"DESKTOP P5 ML",186700,"1.00","1400.00"
"XTG RAD D1",186720,"1.00","800.00"
"MESA 4 LUGARES",186750,"1.00","1000.00"
"NOTEBOOK MSFT TOUCH",186770,"1.00","3500.00"
"RACK TV MOGNO",186850,"1.00","1500.00"
"RIO DE JANEIRO / CURITIBA",186870,"1.00","450.00"
"SAMSUNG XY 3",186910,"1.00","800.00"
"DESKTOP P5 PH",186940,"1.00","1400.00"
"GRILL GEROGE FOREMAN",186950,"1.00","250.00"
"DESKTOP I3",186990,"1.00","1800.00"
"TV LED 60 SAMSUNG",187050,"1.00","3800.00"
"ADVANCED AZURE",187070,"1.00","70.00"
"SAMSUNG XY 4",187130,"1.00","1200.00"
"FAMILIA PARATTO",187160,"1.00","134.00"
"PANIFICADORA BRITANIA",187170,"1.00","250.00"
"SAO PAULO / MADRID",187190,"1.00","2700.00"
"GALAXY NOTE",187230,"1.00","2900.00"
"JACKSON",187260,"1.00","34.00"
"NOTEBOOK MSFT TOUCH",187320,"1.00","3500.00"
"NOTEBOOK ACER 15",187350,"1.00","1500.00"
"SMART TV PANASONIC 46",187360,"1.00","3099.00"
"LEITOR DE CARTOES MULTILASER",187410,"1.00","24.00"
"DESKTOP A5 HP",187420,"1.00","1300.00"
"ROTEADOR WIRELESS",187490,"1.00","90.00"
"PHONE 5",187510,"1.00","2500.00"
"CARTAO SD 64 GB SAMSUNG",187520,"1.00","78.00"
"CAMA SOLTEIRO",187570,"1.00","600.00"
"TV 3D PHILIPS 42",187580,"1.00","3800.00"
"O PATRÃO",187590,"1.00","78.00"
"JOGOS VORAZES",187660,"1.00","45.00"
"PLAYSTATION 3",187680,"1.00","980.00"
"LG C397",187770,"1.00","500.00"
"LAVA LOUCAS BRASTEMP",187810,"1.00","3500.00"
"RIO DE JANEIRO / LONDRINA",187820,"1.00","430.00"
"CARREGADOR TURBO CELULAR",187830,"1.00","99.00"
"IPOD NANO 32",187850,"1.00","450.00"
"JUICER CCE",187880,"1.00","430.00"
"SAO PAULO / MADRID",187920,"1.00","2700.00"
"GALAXY NOTE",187950,"1.00","2900.00"
"FUTEBOL 2018",187960,"1.00","145.00"
"PLAYSTATION 3",187990,"1.00","980.00"
"A CASA",188000,"1.00","299.00"
"RACK TV MOGNO",188030,"1.00","1500.00"
"TV LED 32 SAMSUNG",188140,"1.00","1210.00"
"TV LED 60 SONY",188150,"1.00","3900.00"
"NOKIA QUARTY",188180,"1.00","300.00"
"DEVILCRY",188200,"1.00","120.00"
"CASOAS ANTIGOS",188370,"1.00","37.00"
"SAMSUNG DUOS",188400,"1.00","1100.00"
"IPOD NANO 32",188420,"1.00","450.00"
"DESKTOP A5 HP",188440,"1.00","1300.00"
"GALAXY TAB 10",188450,"1.00","2300.00"
"TV LED 42 SAMSUNG",188460,"1.00","2200.00"
"HD 2T",188510,"1.00","650.00"
"SMART TV PHILIPS 46",188520,"1.00","3199.00"
"SOUTH PLACE",188570,"1.00","98.00"
"RIO DE JANEIRO / MADRID",188580,"1.00","1800.00"
"NOTEBOOK MSFT HIBR",188640,"1.00","4800.00"
"NOTEBOOK LN 17",188670,"1.00","2100.00"
"CARTAO SD 64 GB SAMSUNG",188710,"1.00","78.00"
"JOGOS MALÉFICOS",188750,"1.00","38.00"
"LG C397",188790,"1.00","500.00"
"IPAD MINI 16",188800,"1.00","1200.00"
"XTG RAD D3",188830,"1.00","700.00"
"O IMORTAL",188840,"1.00","37.00"
"MOTO G6",188850,"1.00","860.00"
"PHONE 5",188910,"1.00","2500.00"
"SAMSUNG XY 3",188940,"1.00","800.00"
"CASOAS ANTIGOS",189010,"1.00","37.00"
"DESKTOP A5 HP",189020,"1.00","1300.00"
"SMART TV PANASONIC 32",189060,"1.00","1099.00"
"AS CRÔNICAS DE ANDROMEDA",189070,"1.00","69.00"
"CARREGADOR UNIVERSAL NOKIA",189080,"1.00","100.00"
"DESKTOP I3",189100,"1.00","1800.00"
"SAO PAULO / BUENOS AIRES",189120,"1.00","1090.00"
"IPOD NANO 32",189130,"1.00","450.00"
"MAFIA",189150,"1.00","120.00"
"MOUSE OPTICO",189160,"1.00","59.00"
"SAMSUNG E1203",189210,"1.00","560.00"
"TV LED 32 SONY",189260,"1.00","1000.00"
"BATEDEIRA BRASTEMP",189270,"1.00","120.00"
"A CASA",189280,"1.00","299.00"
"TECLADO WIRELESS MULTILASER",189290,"1.00","120.00"
"SONY W500",189330,"1.00","1200.00"
"ROTEADOR WIRELESS",189430,"1.00","90.00"
"RIO DE JANEIRO / RECIFE",189570,"1.00","560.00"
"DIABO",189580,"1.00","99.00"
"LG C397",189590,"1.00","500.00"
"A TEORIA",189630,"1.00","198.00"
"XTG RAD D3",189640,"1.00","700.00"
"HD 1T",189650,"1.00","290.00"
"DESKTOP A5 HP",189660,"1.00","1300.00"
"TV 3D SONY 42",189680,"1.00","3100.00"
"CADEIRA DE FERRO",189690,"1.00","300.00"
"FREEZER 300L BRASTEMP",189700,"1.00","1800.00"
"GALAXY NOTE",189710,"1.00","2900.00"
"NOTEBOOK LN 15",189740,"1.00","1500.00"
"DESKTOP A5 PH",189750,"1.00","1300.00"
"A TEORIA",189770,"1.00","198.00"
"XTG RAD D3",189800,"1.00","700.00"
"CARTAO SD 64 GB SAMSUNG",189830,"1.00","78.00"
"ROTEADOR WIRELESS",189900,"1.00","90.00"
"NOKIA QUARTY",189910,"1.00","300.00"
"ADVANCED AZURE",189920,"1.00","70.00"
"BATEDEIRA BRASTEMP",189950,"1.00","120.00"
"JUICER CCE",189960,"1.00","430.00"
"SAO PAULO / BELO HORIZONTE",189980,"1.00","250.00"
"A TEORIA",190000,"1.00","198.00"
"MEMORIA DDR 3 32GB",190020,"1.00","350.00"
"IPAD MINI 16",190050,"1.00","1200.00"
"NOTEBOOK HP ONE",190070,"1.00","1870.00"
"TV LED 50 SONY",190100,"1.00","3200.00"
"MIXER BRITANIA",190120,"1.00","90.00"
"FREEZER 300L BRASTEMP",190160,"1.00","1800.00"
"SONY W200",190170,"1.00","1100.00"
"MENTES CRIMINOSAS",190220,"1.00","210.00"
"SAO PAULO / RIO DE JANEIRO",190270,"1.00","230.00"
"O IMORTAL",190280,"1.00","37.00"
"HD 1T SAMSUNG",190290,"1.00","260.00"
"SAO PAULO / BUENOS AIRES",190320,"1.00","1090.00"
"COMBO TECLADO E MOUSE",190340,"1.00","310.00"
"TECLADO WIRELESS",190370,"1.00","89.00"
"DESKTOP P5 HP",190410,"1.00","1400.00"
"REVELADOS",190430,"1.00","48.00"
"NOTEBOOK ACER 17",190470,"1.00","2100.00"
"TV LED 42 SAMSUNG",190480,"1.00","2200.00"
"REVELADOS",190490,"1.00","48.00"
"JUICER ARNO",190530,"1.00","450.00"
"SONY W100",190570,"1.00","980.00"
"GLADIADORES",190580,"1.00","145.00"
"TV LED 60 SAMSUNG",190600,"1.00","3800.00"
"PENDRIVE 128 CROSSAIR",190620,"1.00","137.00"
"BARCO DE PEDRA",190660,"1.00","37.00"
"WINDOWS 2016 VISAO GERAL",190670,"1.00","90.00"
"JUICER ARNO",190690,"1.00","450.00"
"TV LED 55 LG",190700,"1.00","3900.00"
"MOUSE OPTICO",190710,"1.00","59.00"
"ROTEADOR 18 PORTAS",190720,"1.00","300.00"
"TV LED 32 LG",190760,"1.00","1100.00"
"CADEIRA DE FERRO",190770,"1.00","300.00"
"MOTOROLA TV",190790,"1.00","799.00"
"TV LED 50 SAMSUNG",190820,"1.00","3300.00"
"IPOD NANO 32",190830,"1.00","450.00"
"JUICER CCE",190850,"1.00","430.00"
"NOTEBOOK HP ONE",190920,"1.00","1870.00"
"WINDOWS 2016 VISAO GERAL",190950,"1.00","90.00"
"HD 1T",190970,"1.00","290.00"
"IPAD 32",191080,"1.00","1900.00"
"CHAPA A GAS GANCA",191110,"1.00","1800.00"
"TSQL TUNING",191170,"1.00","90.00"
"NOTEBOOK HP INOVE",191190,"1.00","3300.00"
"CAVALEIRO DAS TREVAS",191200,"1.00","110.00"
"LEITOR DE CARTOES",191220,"1.00","34.00"
"NOKIA 549",191320,"1.00","450.00"
"TV LED 32 LG",191340,"1.00","1100.00"
"CAVALEIROS DE PRATA",191370,"1.00","145.00"
"NOTEBOOK SONY JK",191380,"1.00","2800.00"
"GLADIADORES",191390,"1.00","145.00"
"CRONICAS ANTIGAS",191420,"1.00","189.00"
"RIO DE JANEIRO / LIMA",191430,"1.00","1900.00"
"IPOD NANO 16",191570,"1.00","300.00"
"MP4 32 GB SONY",191590,"1.00","240.00"
"CAMA SOLTEIRO",191690,"1.00","600.00"
"GLADIADORES",191770,"1.00","145.00"
"NOTEBOOK LN 15",191800,"1.00","1500.00"
"CARTAO SD 32 GB SANDISK",191810,"1.00","32.00"
"DIABO",191820,"1.00","99.00"
"CRONICAS ANTIGAS",191840,"1.00","189.00"
"TV LED 42 CCE",191890,"1.00","1600.00"
"TV LED 42 LG",191900,"1.00","2000.00"
"TITANS",191910,"1.00","98.00"
"C# PRATICO",191940,"1.00","60.00"
"CARTAO SD 64 GB SAMSUNG",191950,"1.00","78.00"
"DREAMC VGA",192020,"1.00","150.00"
"FAMILIA PARATTO",192090,"1.00","134.00"
"JACKSON",192100,"1.00","34.00"
"MOCHILA NOTEBOOK 14 POL",192120,"1.00","89.00"
"TV LED 60 SONY",192140,"1.00","3900.00"
"DREAMC VGA",192170,"1.00","150.00"
"HD 2T",192240,"1.00","650.00"
"SAO PAULO / MIAMI",192260,"1.00","2300.00"
"NOTEBOOK MSFT TOUCH",192270,"1.00","3500.00"
"IPAD 64",192290,"1.00","2500.00"
"JUICER ARNO",192300,"1.00","450.00"
"IPAD 64",192350,"1.00","2500.00"
"JACKSON",192390,"1.00","34.00"
"CARTAO SD 32 GB SANDISK",192400,"1.00","32.00"
"CASOAS ANTIGOS",192420,"1.00","37.00"
"FAMILIA PARATTO",192430,"1.00","134.00"
"SOCCER 2018",192450,"1.00","145.00"
"SONY W200",192470,"1.00","1100.00"
"MENTES CRIMINOSAS",192540,"1.00","210.00"
"SAMSUNG XY 3",192550,"1.00","800.00"
"EXCHANGE 2014",192650,"1.00","130.00"
"O PEQUENO",192680,"1.00","43.00"
"MOTOROLA TV",192690,"1.00","799.00"
"PHONE 4",192720,"1.00","1900.00"
"MOTO Z PLAY 3",192730,"1.00","1150.00"
"EXCHANGE 2014",192780,"1.00","130.00"
"JUICER WALLITA",192810,"1.00","450.00"
"MIXER WALLITA",192820,"1.00","160.00"
"NOKIA ASHA 202",192830,"1.00","700.00"
"PHONE 5",192850,"1.00","2500.00"
"SONY I5",192860,"1.00","1800.00"
"RIO DE JANEIRO / CAMPINAS",192880,"1.00","250.00"
"PODEROSO CHEFE",192890,"1.00","98.00"
"CAMA SOLTEIRO",192970,"1.00","600.00"
"XTG RAD D1",192990,"1.00","800.00"
"TSQL TUNING",193010,"1.00","90.00"
"RACK TV MOGNO",193020,"1.00","1500.00"
"RIO DE JANEIRO / LONDRINA",193060,"1.00","430.00"
"PENDRIVE 32 MULTILASER",193110,"1.00","50.00"
"SMART TV PHILIPS 46",193140,"1.00","3199.00"
"DESKTOP 17",193160,"1.00","2300.00"
"A TEORIA",193170,"1.00","198.00"
"TSQL TUNING",193200,"1.00","90.00"
"CARTAO SD 64 GB SAMSUNG",193220,"1.00","78.00"
"MOUSE OPTICO",193230,"1.00","59.00"
"JUICER ARNO",193280,"1.00","450.00"
"SMART TV PANASONIC 52",193320,"1.00","4200.00"
"GELADEIRA BRASTEMP",193330,"1.00","3000.00"
"PLAYSTATION 3",193340,"1.00","980.00"
"SONY W100",193350,"1.00","980.00"
"TV LED 50 SONY",193390,"1.00","3200.00"
"PENDRIVE 128",193430,"1.00","146.00"
"THIEF",193440,"1.00","140.00"
"SMART TV SAMSUNG 52",193450,"1.00","4300.00"
"DESKTOP P5 PH",193490,"1.00","1400.00"
"RIO DE JANEIRO / NEW YORK",193510,"1.00","2600.00"
"SMART TV PANASONIC 32",193560,"1.00","1099.00"
"CONJUNTO DE SOFA",193600,"1.00","3500.00"
"TV 3D PHILIPS 42",193640,"1.00","3800.00"
"GALAXY TAB 10",193650,"1.00","2300.00"
"SONY W100",193660,"1.00","980.00"
"NOKIA 549",193750,"1.00","450.00"
"SAO PAULO / LIMA",193820,"1.00","1900.00"
"NOTEBOOK ACER 17",193830,"1.00","2100.00"
"JUST DANCE",193860,"1.00","99.00"
"TV LED 50 LG",193890,"1.00","3100.00"
"TV LED 42 SAMSUNG",193930,"1.00","2200.00"
"TV LED 60 SAMSUNG",193960,"1.00","3800.00"
"MOTOROLA TV",193970,"1.00","799.00"
"TV LED 42 SONY",194030,"1.00","2000.00"
"TABLET 7 LENOVO",194040,"1.00","600.00"
"SMART TV PANASONIC 52",194050,"1.00","4200.00"
"PC DUAL CORE",194200,"1.00","1350.00"
"TV LED 42 LG",194210,"1.00","2000.00"
"LIQUIDIFICADOR WALLITA",194220,"1.00","90.00"
"HD 1T",194250,"1.00","290.00"
"SQL SERVER 2016",194330,"1.00","30.00"
"MESA 4 LUGARES",194350,"1.00","1000.00"
"CONJUNTO DE SOFA",194370,"1.00","3500.00"
"DIÁRIO ROMÂNTICO",194420,"1.00","176.00"
"SAO PAULO / BELO HORIZONTE",194510,"1.00","250.00"
"A CULPA É DAS ESTRELAS",194530,"1.00","24.00"
"ADAPTADOR WIRELESS",194540,"1.00","89.00"
"DIÁRIO ROMÂNTICO",194560,"1.00","176.00"
"MOUSE OPTICO",194570,"1.00","59.00"
"TV LED 42 SAMSUNG",194620,"1.00","2200.00"
"PENDRIVE 128",194660,"1.00","146.00"
"SMART TV PANASONIC 46",194740,"1.00","3099.00"
"XTG RAD D3",194750,"1.00","700.00"
"MOTOROLA TV",194770,"1.00","799.00"
"HOME THEATER PANASONIC",194810,"1.00","245.00"
"MOTOROLA TV",194830,"1.00","799.00"
"NOTEBOOK MSFT 17",194860,"1.00","3100.00"
"DREAMC VGA",194900,"1.00","150.00"
"ESCOLINHA DO JUCA",194920,"1.00","56.00"
"C# PRATICO",194960,"1.00","60.00"
"PENDRIVE 64",194970,"1.00","80.00"
"CARTAO SD 64 GB SAMSUNG",194980,"1.00","78.00"
"ADAPTADOR WIRELESS",194990,"1.00","89.00"
"RIO DE JANEIRO / MIAMI",195000,"1.00","1900.00"
"VINGANÇA",195030,"1.00","45.00"
"DRAGON BLAZER",195040,"1.00","90.00"
"DESKTOP 17",195080,"1.00","2300.00"
"TV LED 55 LG",195150,"1.00","3900.00"
"NOKIA ASHA 501",195160,"1.00","600.00"
"CARTAO SD 32 GB SANDISK",195210,"1.00","32.00"
"TV 3D PHILIPS 42",195220,"1.00","3800.00"
"NOTEBOOK MSFT TOUCH",195240,"1.00","3500.00"
"LIQUIDIFICADOR WALLITA",195280,"1.00","90.00"
"RIO DE JANEIRO / NEW YORK",195290,"1.00","2600.00"
"NOKIA ASHA 501",195310,"1.00","600.00"
"IPOD NANO 16",195320,"1.00","300.00"
"MOCHILA NOTEBOOK 17 POL",195340,"1.00","139.00"
"MOCHILA NOTEBOOK 14 POL",195420,"1.00","89.00"
"SAO PAULO / MADRID",195500,"1.00","2700.00"
"CADEIRA DE FERRO",195530,"1.00","300.00"
"TV LED 42 SAMSUNG",195540,"1.00","2200.00"
"IPAD 64",195580,"1.00","2500.00"
"C# PRATICO",195600,"1.00","60.00"
"FABULA",195610,"1.00","120.00"
"TV LED 50 SAMSUNG",195640,"1.00","3300.00"
"O PEQUENO",195670,"1.00","43.00"
"TV LED 60 SONY",195700,"1.00","3900.00"
"LOAD RUNNER",195710,"1.00","145.00"
"LOAD RUNNER",195730,"1.00","145.00"
"MOTO Z PLAY 3",195740,"1.00","1150.00"
"MESA 4 LUGARES",195780,"1.00","1000.00"
"MOCHILA NOTEBOOK 17 POL",195800,"1.00","139.00"
"LEITOR DE CARTOES MULTILASER",195840,"1.00","24.00"
"MEMORIA DDR 3 32GB",195890,"1.00","350.00"
"MOUSE OPTICO",195910,"1.00","89.00"
"SAO PAULO / ROMA",195930,"1.00","2800.00"
"RIO DE JANEIRO / RECIFE",195940,"1.00","560.00"
"PENDRIVE 64",196000,"1.00","80.00"
"PHONE 4",196010,"1.00","1900.00"
"NOKIA ASHA 501",196060,"1.00","600.00"
"TITANS",196140,"1.00","98.00"
"TV 3D PHILIPS 42",196250,"1.00","3800.00"
"RIO DE JANEIRO / NEW YORK",196290,"1.00","2600.00"
"HUB SWITCH 6 PORTAS",196320,"1.00","79.00"
"VINGANÇA",196370,"1.00","45.00"
"SAO PAULO / LONDRINA",196450,"1.00","310.00"
"DESKTOP 17",196580,"1.00","2300.00"
"CADEIRA DE FERRO",196610,"1.00","300.00"
"TV LED 32 LG",196630,"1.00","1100.00"
"NOTEBOOK SONY AWS",196670,"1.00","2750.00"
"MOTO G6",196690,"1.00","860.00"
"FABULA",196740,"1.00","120.00"
"HOME THEATER PANASONIC",196750,"1.00","245.00"
"MEMORIA DDR 3 8GB",196780,"1.00","90.00"
"SMART TV SAMSUNG 52",196790,"1.00","4300.00"
"DESKTOP I3",196830,"1.00","1800.00"
"SOUTH PLACE",196840,"1.00","98.00"
"MIXER BRITANIA",196850,"1.00","90.00"
"CAVALEIROS DE PRATA",196890,"1.00","145.00"
"FUTEBOL 2018",196910,"1.00","145.00"
"SAO PAULO / RECIFE",196940,"1.00","360.00"
"ADAPTADOR WIRELESS",196960,"1.00","89.00"
"MOCHILA NOTEBOOK 17 POL",196970,"1.00","139.00"
"SONY I7",197000,"1.00","2500.00"
"TV LED 32 SONY",197030,"1.00","1000.00"
"MESA 4 LUGARES",197040,"1.00","1000.00"
"CARTAO SD 128 GB SANDISK",197050,"1.00","156.00"
"A TEORIA",197060,"1.00","198.00"
"IPOD NANO 32",197080,"1.00","450.00"
"HD 3T SAMSUNG",197160,"1.00","700.00"
"NOTEBOOK SONY 3D",197180,"1.00","2500.00"
"DESKTOP I5",197220,"1.00","2100.00"
"DREAMC QUARTY",197270,"1.00","180.00"
"SAO PAULO / BELO HORIZONTE",197290,"1.00","250.00"
"GELADEIRA BRASTEMP",197300,"1.00","3000.00"
"TV LED 55 LG",197330,"1.00","3900.00"
"REVELADOS",197340,"1.00","48.00"
"NOTEBOOK SONY 3D",197370,"1.00","2500.00"
"MICROONDAS BRASTEMP",197390,"1.00","600.00"
"MICROONDAS BRASTEMP",197480,"1.00","600.00"
"XTG SOUND",197510,"1.00","320.00"
"PHONE 5",197520,"1.00","2500.00"
"CASTELVANIA",197550,"1.00","120.00"
"MOCHILA NOTEBOOK 15.6 POL",197560,"1.00","109.00"
"MESA DE CENTRO",197590,"1.00","500.00"
"MOTO G6",197630,"1.00","860.00"
"MIXER BRITANIA",197660,"1.00","90.00"
"LG C397",197670,"1.00","500.00"
"PHONE 4",197700,"1.00","1900.00"
"SONY I5",197710,"1.00","1800.00"
"SONY I5",197730,"1.00","1800.00"
"TABLET 7 LENOVO",197740,"1.00","600.00"
"SAO PAULO / MADRID",197770,"1.00","2700.00"
"MESA DE CENTRO",197780,"1.00","500.00"
"MICROONDAS BRASTEMP",197840,"1.00","600.00"
"JOGOS MALÉFICOS",197870,"1.00","38.00"
"CARTAO SD 128 GB SANDISK",197920,"1.00","156.00"
"EXCHANGE 2014",197990,"1.00","130.00"
"NOTEBOOK MSFT HIBR",198020,"1.00","4800.00"
"CARTAO SD 128 GB SANDISK",198040,"1.00","156.00"
"PANIFICADORA BRITANIA",198100,"1.00","250.00"
"TITANS",198130,"1.00","98.00"
"TV LED 32 SAMSUNG",198150,"1.00","1210.00"
"MOUSE OPTICO",198160,"1.00","89.00"
"IPAD 32",198250,"1.00","1900.00"
"ROTEADOR WIRELESS",198270,"1.00","90.00"
"SOCCER 2018",198280,"1.00","145.00"
"MIXER BRITANIA",198330,"1.00","90.00"
"PENDRIVE 64 ML",198350,"1.00","85.00"
"O PATRÃO",198460,"1.00","78.00"
"TV LED 55 LG",198500,"1.00","3900.00"
"DESKTOP A5 HP",198510,"1.00","1300.00"
"JOGOS VORAZES",198520,"1.00","45.00"
"DESKTOP P5 ML",198560,"1.00","1400.00"
"ADAPTADOR WIRELESS",198580,"1.00","89.00"
"TITANS",198610,"1.00","98.00"
"HUB SWITCH 6 PORTAS",198620,"1.00","79.00"
"PENDRIVE 64 ML",198650,"1.00","85.00"
"MOUSE OPTICO",198670,"1.00","89.00"
"LEITOR DE CARTOES MULTILASER",198680,"1.00","24.00"
