"nome","razao_social"
"FRANCISCA REGIMARY NOBRE DE MORAIS","CENTRO DE FORMACAO DE CONDUTORES HABILITAR EIRELI"
"JORGE FREDERICSON DE MACEDO COSTA DA SILVA","COMERCIO DE PRODUTOS PARA DIAGNOSTICO HUMANO LTDA"
"CARLOS EDUARDO BRITO RODRIGUES","CONSTRULIDER MATERIAL DE CONSTRUCAO LTDA"
"MARCELO TRAVASSOS FERREIRA","TAVARES E MACEDO ILUMINACAO LTDA"
"MANOEL MIGUES DE VASCONCELOS","TOCMIX - COMERCIO DE EQUIPAMENTOS ELETRONICOS E MUSICAIS LTD"
"PATRÍCIA ALBUQUERQUE VIEIRA","A GONCALVES DE MOURA ME"
"DANIEL MELO DA SILVA","VALDENIO MANOEL DOS SANTOS"
"DANIELE PASSOS BARBOSA","DB3 SERVIÇOS DE TELECOMUNICAÇÕES S.A"
"LIVIA MARIA MORAIS FERREIRA","SEGMED COMERCIO DE PRODUTOS MEDICOS LTDA"
"CARLOS VINICIUS BARROS OLIVEIRA","ILES DAYANE ARAUJO CARDOSO LTDA"
"FILOMENA DE ALMEIDA FRANCO","IMPERIO DO AQUARISMO COMERCIO DE ANIMAIS VIVOS LTDA - EPP"
"FELIPE EDUARDO DA SILVA SOBREIRA","ISO TOOLS COMERCIO E REPRESENTACAO LTDA ME"
"LUIZ CARLOS ARRAES FERREIRA","YANN COMERCIO E INDUSTRIA LTDA"
"PHELYPE SILVA FELIX","AQUICONSTRUIR HOME CENTER LTDA"
"MARILIA MAGALHAES DE SOUZA","J G LOBO COMERCIO DE MOVEIS LTDA ME"
"PEDRO HENRIQUE SILVA LIMA","Y.M.S.C DE ALENCAR-ME"
"FELLYPE BARBOSA BEZERRA","F. F. COMERCIO DE VARIEDADES LTDA"
"EVANDRO JOSÉ DOS SANTOS NETO","PINHEIRO CONSTRUCOES EIRELI"
"JEAN NERILDO MACHADO","F K TRANSPORTES LTDA"
"FRANCISCA ELIANE MARTINS PERREIRA","F M TRIBURTINO MICROEMPRESA"
"BRUNO SOUZA FERREIRA","PISCINAS E ACESSORIOS LTDA - ME"
"BEATRIZ BATISTA GAMA LOPES","PREMIER FACTORING LTDA"
"JONATHAN DO NASCIMENTO GOMES","PRO-CONFORTO COMERCIO DE COLCHOES, MOVEIS, ELETROD E INF LTD"
"MARCUS VINICIUS CANDIDO DE FIGUEIREDO","A C L VERAS COMERCIAL ME"
"VALQUIRIA PEREIRA DO NASCIMENTO SILVA","A L DA SILVA NOBREGA FONTENELE"
"FRANCISCA DENIZE GOMES","A L P MATERIAL DE CONSTRUCAO EIRELI"
"SAULO CUNHA DE SOUSA","AABC TRANSPORTES E LOGISTICA DE CARGAS EIRELI"
"NAILANE SAMPAIO ABREU","ADD MAQUINAS LOCACOES COMERCIO E SERVICOS EIRELI"
"FRANCISCO JOSÉ COSMO","JOÃO APARECIDO DA SILVA INDUSTRIA E COMERCIO DE EQUIPAMENTOS MÉDICOS"
"FRANCISCO EDIVAN MACHADO ROCHA","ADRIANA ALVES VITAL CAVALCANTE"
"RAGGY TAYAN DE OLIVEIRA FREIRE","ALAN VIEIRA HERCULANO ME"
"ANTONIA CLAUDIA SAMPAIO CAVALCANTE DE OLIVEIRA","ADVAITA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA"
"FRANCISCO SEGUNDO FREIRE RABELO","AGROCOURA AGROPECUARIA LTDA"
"LARISSA ALENCAR LEAL","AGROTOP COMERCIO ATACADISTA E REPRESENTACOES LTDA"
"EDMUNDO DOS SANTOS","AMIK DO BRASIL PRODUTOS QUIMICOS PARA INDUSTRIA LTDA - MATRIZ"
"CICERO ANDRE MOMBACA","ALINE PONTES DA SILVA MAPURUNGA ME"
"TANIA MARIA SOARES MELO","AMAILZA SOARES PAIVA ADVOCACIA E CONSULTORIA"
"PEDRO JORGE SILVA DA FONSECA","JULIANA MONTEZUMA ELLERY 01972084364 /PAMJU BOLSAS E ACESSORIOS"
"YTALO VINICIUS ARAUJO MAGALHAES","GLAUDEMIAS GRANGEIRO VARIEDADES ME"
"CRISTINA VIANA DA SILVA SOUZA","ANA PAULA BONIFACIO DE ALENCAR ME"
"MARCIA ALANA VIDAL MAIA","M A TEIXEIRA EQUIPAMENTOS E TECNOLOGIA LTDA"
"GEICIANY RODRIGUES DE SOUSA","INTERMAQ DO BRASIL MAQUINAS E MATERIAS PRIMAS LTDA"
"FRANCISCA PAULA GONÇALVES PEREIRA","LEANDERSON AUGUSTO CORDEIRO"
"WILGNER DA SILVA OLIVEIRA","ANTONIO CESAR FURTADO SERRA / FIOS & LINHAS"
"LUIZ ALBERTO RIBEIRO DO NASCIMENTO","JOAO BATISTA LOPES CAMELO - MICROEMPRESA"
"MARIA HELENA SILVA NASCIMENTO","JOAO ERINALDO DE QUEIROZ ME"
"ANTONIO KALYCSON ALVES DE MOURA","F . P . SILVA ME"
"PABLO RAMIRIS SOUSA CAVALCANTE","ANTONIO FRANCO NOBRE ME"
"GABRIEL DANTAS DE LIMA MENDES","ANA CARLA LIMA DE SOUSA SILVA ARMARINHO"
"RUAN GABRIEL RIBEIRO SILVA","ANA CLAUDIA CARMO DA COSTA-ME"
"GERLANE MESQUITA NASCIMENTO","ARGO INTELIGENCIA DIGITAL LTDA"
"MARIA TALIA COSTA DE LIMA","M E B NUNES ESCOLA ME"
"MARIA SELMA MAIA","M. NETA DO CARMO"
"ALISSON MOISÉS DA SILVA DUTRA","M S COMERCIAL DE ALIMENTOS LTDA"
"DENISIA FERREIRA DA SILVA","ANTONIO CESAR DE O SILVA"
"SANDRO VALERIO JOVINO DO NASCIMENTO","L G CAUCAIA COMERCIO DE COMBUSTIVEIS LTDA"
"GABRIEL WILKER ROCHA MELO","LABORATORIO DE ANALISE CLINICAS VIDALLE LTDA"
"FLAVIANA DE LIMA GOMES","BERMAD BRASIL INDUSTRIA DE VALVULAS LTDA"
"OTACILIO KRYSTHIAN DE QUEIROZ LOBO DANTAS","A&S COMERCIO DE ARTIGOS EM COURO LTDA"
"DIANA KERLEY CABO MAIA","ATREA PREMIUM LTDA"
"ANTONIA KELVIANE MARTINS SILVA","LE LOYN COMERCIO DE COSMETICOS LTDA"
"LUANA PESSOA DE OLIVEIRA ARAÚJO","BRITADOR JOAQUIM ALVES PEREIRA LTDA"
"FRANCISCA LEILA DE FRANCA","LILIA PAULINO B RUFINO ME"
"JEFERSON LIMA DE MATOS","LILIAN DE PAULA ALBUQUERQUE EPP"
"ERICA NOGUEIRA FERREIRA RIBEIRO","LIVALDO DE FREITAS COSTA ME"
"JOAO PINHEIRO DA SILVA","MARIA HERMILIANE ALVES LUCENA"
"DANIELLE FERREIRA VASCONCELOS","GMK8 COMERCIO ELETRONICO LTDA"
"JOÃO MENA BARRETO MOREIRA","GOMES & DAHER SOCIEDADE DE ADVOGADOS S/S"
"CÍCERA RIBEIRO DE SOUSA","LUISA ALVES REGIS ME"
"ANTENOR DIAS DE SOUSA NETO","M H SAMPAIO ME"
"ALMIRO FRANCISCO DE CASTRO","M. HELENA ALVES COSTA - ME"
"CLESIO FERREIRA RAUJO","CEGI COMÉRCIO DE EQUIPAMENTOS PARA GASTRONOMIA E INOXIDÁVEIS EIRELI"
"RANYELLE RABELO DO NASCIMENTO","CAUCAIA - MIX SUPERMERCADOS LTDA"
"MARIA MIKAELE SILVA DO NACIMENTO","CB IGUATEMI FORTALEZA COMERCIO DE ALIMENTOS LTDA"
"SHIRLENE CARNEIRO DE MEDEIROS ALMEIDA","MARINHEIRO SUPERMERCADO LTDA - EPP"
"JOSE JACKSON SILVA","MARIO CESAR BASTOS DE OLIVEIRA"
"ELANE DE ALMEIDA LOPES","MARICELA MARIANO ME"
"RERISSON ALVES DE ARAUJO","MATHEUS DE CASTRO E SILVA 60824066308"
"CARLOS FERNANDO DA SILVA","CLAUDIO RODRIGUES AMERICO ME"
"TATIANE SILVA DE PAULA","COMERCIAL REDE DE SUPERMERCADOS LTDA"
"JOCIMAR PEREIRA ALBUQUERQUE","D. OLIVEIRA V. NETO VARIEDADES EIRELI"
"DAVI FROTA BEZERRA","MAVERICK COMERCIO E INDUSTRIA DE CONFECÇÕES LTDA"
"MAURO FELIPE ALENCAR MILITAO","JC INDUSTRIAL COZINHAS LTDA ME"
"CRISTIANA DE MATOS CARVALHO MONTEIRO","MUNICIPIO DE CERQUILHO"
"JACKSON LUCAS SILVA","COMERCIAL VAREJISTA DE ALIMENTOS LIDERANÇA LTDA"
"LUCIMARA RODRIGUES CUNHA","NOVA BIO - INDUSTRIA E COMERCIO EIRELI"
"JOSÉ CARLOS MARTINS MORORO DE ALMEIDA","PRO-SAUDE DISTRIBUIDORA EIRELI"
"FLAVIANE DUARTE DO NASCIMENTO","PRISCILA FONTENELE DE MIRANDA"
"ANTONIA DARC LEITE MARAMALDO","R. JORGE RODRIGUES MICROEMPRESA"
"LUAN PEREIRA DE OLIVEIRA","R M PAULINO CONSTRUCAO"
"ANTONIA NAIARA DOS SANTOS OLIVEIRA","EDIPAVI SERVIÇOS"
"PAULO HENRIQUE SEVERIANO DE OLIVEIRA","RAYSAN TRANSPORTES DE CARGAS LTDA"
"EDILANIA TAVARES GOMES FELIX","RF COMERCIO ALIMENTICIO LTDA ME"
"JOSE MARCELO OLIVEIRA SOUSA","MOURA COMERCIO DE BIJUTERIAS LTDA"
"RAIMUNDO NONATO LIMA FEITOSA","MS MOTOPEÇAS LTDA - ME"
"LETICIA EMANUELLE ALVES MOREIRA","MULTIPEL PAPELARIA E ARTIGOS RELIGIOSOS LTDA"
"MARIA BONIZA NOGUEIRA NETA","REGINALDO PATRÍCIO SOCIEDADE INDIVIDUAL DE ADVOCACIA"
"LUCAS FERREIRA ALVES","GLOBO COMERCIO E DISTRIBUICAO DE RACAO LTDA"
"ANA IRIS RODRIGUES GONZAGA","NL INDÚSTRIA E COMÉRCIO DE MÓVEIS EIRELI"
"LINDEN JOHNSON MENEZES DANTAS","GOMES COMERCIO DE BIJUTERIAS LTDA ME"
"RENAN ALMEIDA NERI","GOMES GEDEON CONSULTORIA E ADVOCACIA"
"LÍDIA CRISTINA MONTEIRO DA SILVA","SAMY BATISTA NUNES ME"
"DAVI BARBOSA MOTA","CENTRO DE FORMACAO DE CONDUTORES B ALDEOTA LTDA"
"EDIUZA DA SILVA FERREIRA","CENTRO DE FORMACAO DE CONDUTORES JF AUTO ESCOLA FREIRE LTDA"
"NATALIA SANTANA SOUZA PEREIRA","SERVE BEM COMERCIAL DE ALIMENTOS EIRELI"
"IAN ÍTALO IRINEU COSTA","SILVIA REGINA ARAUJO DO CARMO EIRELI - ME"
"MARIA CLARA BRASIL LIMA","POSTO DE COMBUSTIVEL SAO CRISTOVAO LTDA ME"
"JOSÉ CARLOS SANTIAGO DA SILVA","SUPERMERCLICK COMERCIO ELETRONICO LTDA"
"AYOHANA LIMA SALES","SUPERNOVA SERVICOS DE INFORMACAO EIRELI"
"WANESSA LIMA DOS SANTOS","DIEGO PEREIRA DUARTE PADARIA"
"MARIA DE FATIMA RIBEIRO SANTOS","EDILEUZA FAMA GUIMARAES LTDA"
"EVANYO DE LIMA GOMES","F.K. CONSTRUCOES LTDA"
"MICHELLE ARANTES COSTA PASCOA","MARCONI AYRES DE ALENCAR AQUINO ME"
"ELISSAMIA NACIMENTO DA SILVA","XP TELECOMUNICAÇÕES E INTERNET LTDA"
"JOSE EVANILSON PEREIRA","TILIBRA PRODUTOS DE PAPELARIA LTDA"
"CHARLIANI DA COSTA ALMEIDA","TRANSPORTADORA JOLIVAN LTDA"
"HELOIZA MONTEIRO LIMA","F M DA SILVA ROUPAS ME"
"SANDRA REGINA PAULINO DA SILVA","FAM DE MELO GELATERIA LTDA"
"DANIELE ALVES DE LIMA","VASQUES ADVOGADOS"
"FRANCISCA ADRIELE ALVES VICTOR","MARLON ALVES LUCENA-EPP"
"LUANA DE LIMA SOUSA DE OLIVEIRA","FYLASER COMERCIO DE MAQUINAS E PECAS DE BORDADOS E LASER LTD"
"DARLENE FROTA DA SILVA","A PALADINO DOS SANTOS EPP - EPP"
"MARIA DE FATIMA DOS SANTOS","FUNDACAO DE APOIO AO ENSINO, A PESQUISA E A EXTENSAO DO INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO CEARA - FAIFCE"
"MAURO REIS DE OLIVEIRA FILHO","FUNDO DE SAUDE DO DISTRITO FEDERAL"
"GABRYELLEN ARAUJO DA SILVA","REAL COMERCIO DE FRIOS LTDA"
"KLECIANE DO NASCIMENTO LUCAS","GARLIAVA RJ INFRAESTRUTURA E REDES DE TELECOMUNICACOES S.A."
"RAPHAEL SAMPAIO CAMPELO FORTE","GERMANA XIMENES GUIMARAES VIANA- EPP"
"DANIEL MELO MENDES BEZERRA FILHO","ALINE OLIVEIRA BRITO LTDA"
"MARIA ELIENE LUCIANO BARBOSA","GUILHERME RODRIGUES SOCIEDADE INDIVIDUAL DE ADVOCACIA"
"MAYCK DE SOUSA SOARES","AMARU COMERCIO DAMARU COMERCIO DE COSMETICOS LTDA EPP"
"WELDES FERNANDES CARVALHO","R. BARBOSA DE ARAUJO"
"MARIA HELENA BARREIRA MASSLER","HMDS CONSTRUCOES LTDA"
"ROSANGELA ALVES NUNES DA SILVA","HOSPSHOP PRODUTOS HOSPITALARES EIRELI"
"HELOISA AGUIAR CAMURÇA","ANA PATRICIA OLIVEIRA DA SILVA"
"MARIA HELENA DA SILVA MENEZES","INSTITUTO CONSULPLAN DE DESENVOLVIMENTO, PROJETOS E ASSISTENCIA SOCIAL"
"DEILON CRISLLEY FIDELES SOUZA","JOSE WAGNER CARVALHO PRADO ME"
"SEBASTIÃO ANTONIO DA SILVA","JOSE WELLINGTON FALCAO ME"
"LUANA CLAUDYNE DE SOUSA LOURENÇO","ANTENOR PIRES DE MESQUITA"
"PEDRO NATHAN TEIXEIRA PEREIRA","JOAO VASCONCELOS ADVOGADOS ASSOCIADOS - ME"
"DENYS GARDELL DA SILVA FIGUEIREDO","MORAIS & SILVA COMERCIO LTDA"
"ANA CLARADE SOUZA SILVA","MOREIRA E SILVA VARIEDADES LTDA"
"FRANCISCA JANAINA SALES SOUSA","MUNILA COSMETICOS EIRELI"
"MARCOS SEBASTIAO LOPES","CAMILA ALEXANDRE DE SOUZA"
"JOSILENE GONÇALVES AMADOR","VALERINI & VALERINI TRANSPORTES LTDA"
"RAFAEL SOUSA DOS SANTOS","CARTHA INDUSTRIA DE ALIMENTOS LTDA"
"DAVID CESAR FERREIRA DOS SANTOS","JULIANA COSTA RODRIGUES SANTOS ME"
"MARIA ALINE OLIVEIRA CHAVES DA SILVA","CGL TRANSPORTES LTDA"
"CICERO RENATHO BELEM LINS","L CARLOS ROCHA"
"ELHANE GOMES DOS SANTOS NASCIMENTO","LABTEK COMERCIO DE PRODUTOS LABORATORIAIS"
"MARIA DO SOCORRO DA SILVA","A CESAR PEREIRA ME"
"FRANCISCO DA SILVA SOUZA","ABC COMERCIO DE VARIEDADES LTDA"
"MARIA DE FÁTIMA NASCIMENTO DOS SANTOS","CICERO ROGERIO DE OLIVEIRA ME"
"NAYANE ROGERIO SALES","CICERO VIEIRA FERNANDES ME"
"ANA GABRIELA RODRIGUES SILVINO","LUIZ SARAIVA MOTA"
"HIARA ANTONIA RODRIGUES SOUSA LIMA","MAISON COMERCIO DE MOVEIS E DECORACAO LTDA"
"KARIELLEN DE ALMEIDA ALCÂNTARA","MARKSYS COMECIO DE PRODUTOS PARA USO INDUSTRIAL LTDA"
"IGOR CARTEGIANE MORAIS XIMENES MESQUITA","MC2 SOLUCOES EM SERVICOS LTDA"
"NAYARA JEANE GOMES BRAUNA","MEIA SOLA ACESSORIO DE MODA LTDA"
"FRANCISCA MARIA ALVES VERAS","MERCADINHO N. SRA. DE FATIMA LTDA"
"MARCIO ARAÚJO SANTOS","MUNICIPIO DE PATOS DE MINAS"
"PAULA ROMANA DANIEL DA SILVA","VANESSA F DUARTE ME"
"RAMON SANTOS LIMA","VARANDAS DE AGUAS BELAS EMPREENDIMENTOS TURISTICOS LTDA"
"EDVALDO ALVES DA SILVA","NARA MAGALHAES FREIRE EIRELI"
"FABRICIO FELIPE DE OLIVEIRA","NORTE GER IMP EXP E LOC DE MAQ LTDA"
"NAYARA DA ROCHA VICTOR","P E B CONFECCOES LTDA"
"HELOIZA MARA CASTRO DA SILVA","P H GOMES ARAUJO PRODUTOS E EQUIPAMENTOS AUTOMOTIVOS"
"MICHELLY NASCIMENTO HENRIQUE","SL DIST DE T E P DE ALTO CONSUMO LTDA"
"MARIA ARLETE LIMA DA SILVA","SUCRE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA"
"MARCOS ANTÔNIO PEDLOWSKI","SUPERINTENDENCIA MUNICIPAL DE TRANSITO E TRANSPORTE"
"FERNANDO AZEVEDO SOUSA","THAINA MARIA RODRIGUES BARBOSA / FLINDERS INDUSTRIA DE MEIAS LTDA"
"FERNANDA SHEILA DO NASCIMENTO ANDRADE","TORQUATO INDUSTRIA E COMERCIO DE CONF. DE VESTUARIO EIRELI"
"VALDEMIRA CUNHA DA SILVA MARTINS","U SLEIMAN S.A. COMERCIO DE PRODUTOS DE HIGIENE E ALIMENTOS"
"DAYSI GUILLERMINA MENDOZA CARDENAS","VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA"
"MARIA EDUARDA COSTA MONTEIRO","WEIJIE ZHOU COMERCIAL DE PRESENTES"
"JOÃO VITOR ALVES E SOUSA","WGS MACEDO EIRELI"
"ARCLEBIA LUIZA A.PEREIRA","ESTILO GRANDE COMERCIO EIRELI - EPP"
"SERGIO LUIZ DE ARUJO SILVA","ETIX EVERYWHERE BRASIL SOLUCOES DE TECNOLOGIAEMINFORMATICALT"
"ISAC DOS SANTOS ARAUJO","EUGENIO ALVES DO NASCIMENTO LTDA"
"DIEGO DA SILVA","FERNANDO ALVES DE SOUSA MACEDO ME"
"GABRIELA MELO DA SILVA","FLOR D AGUA INDUSTRIA E COMERCIO DE AGUAS LTDA"
"CLAUDIA LUCIA DO NASCIMENTO BEZERRA","FORTAL FOODS RESTAURANTE LTDA - ME"
"KAROLAYNE FARIAS DA SILVA","LOCSERVICE - SERVICO DE LOCACAO DE AUTOMOVEIS LTDA"
"JANAINA MARA CORDEIRO PATRICIO","FRANCISCO LUCIE MACHADO MOREIRA - ME"
"MARLEUDO MORENO DA SILVA","GONET TELECOMUNICAÇÕES S/A"
"ROSANGELA DE OLIVEIRA TAVARES","AURICELIO ALVES CABRAL"
"EDILEUZA BATISTA FERNANDES","CE DECORAÇÕES LTDA"
"ANTONIO EUDES DE SOUZA","CEBETEX INDUSTRIA E COMERCIO DE TECIDOS LTDA"
"PAULINA DA SILVA RODRIGUES","CENTRO DE ONCOLOGIA LEONARDO DA VINCI LTDA"
"DIEMY MARIA DA COSTA","HIPER COMERCIO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS EIRELI"
"ALANA SILVA PINHEIRO","CIMED INDUSTRIA DE MEDICAMENTO LTDA"
"FRANCISCA ALESSANDRA ARAUJO CALADO","HELIA MARIA MONTEIRO FERREIRA"
"FRANCISCO JANDER MADEIRA RODRIGUES","HOCO SPORTS LTDA ME"
"ANDRE ALMEIDA GURGEL MOREIRA","COMERCIAL DE OCULOS SIGMA LTDA ME"
"AUGUSTO RANIERI BRITO","J A DE MORAIS CORDEIRO VARIEDADES"
"KILVIA FRANÇA CRUZ","DATACOMPANY CURSOS PROFISSIONALIZANTES E IDIOMAS EIRELI"
"YAGO DE FRANCA LINS","FELIX FERNANDES SOCIEDADE INDIVIDUAL DE ADVOCACIA"
"VICTORIA INGRID GONÇALVES DA SILVA","JOSE MARIA GOMES DA SILVA"
"MARIANA DE LIMA CAMPELO","KACICLISTA COMERCIO DE BICICLETAS LTDA"
"GLEICE KELLY DOS SANTOS SPINOSA","FRANCISCA MARIA DO NASCIMENTO VESTUARIO - ME"
"LUCIVANIA MOURA SILVA","J M C DE OLIVEIRA MICROEMPRESA"
"VITÓRIA SILVA VITO","FRANCISCO TADEU DOS SANTOS SILVA 06028549380"
"ALESSANDRA AGUIAR RIQUET MARTINS","FREIRE, GERBASI, BITTENCOURT E MACEDO SOCIEDADE DE ADVOGADOS"
"FRANCISCA ERILENE DOS SANTOS ANCELMO","LEANDRO ALMEIDA DA ROCHA"
"PATRICIA MARIA ALVES MONTE","LENILSON DOS SANTOS SILVA TRASPORTES"
"GLEISON DA SILVA COSTA","IMPEX IND COM E REPRES LTDA"
"MANOEL VIEIRA DE CASTRO","IRENE CORDEIRO NUNES"
"LUANA CAMILE DOS SANTOS LIMA","LUIZ FERNANDO ANDRIANI JUNIOR"
"ANA PAULA FERREIRA DA SILVA","LUIZ MARDEN LEITE PEREIRA ME"
"RAFAELA DOS SANTOS PEREIRA","M R DA SILVA COUTINHO ME"
"ARLEIDIANE OLIVEIRA DE SOUZA","M S MONTEIRO SILVA ME"
"JOÃO ANDERSON NASCIMENTO SARMENTO","MANOEL DEOCLIDES MELO ASSESSORIA CONTABIL LTDA"
"JÚLIA CRISTINA LIMA FERREIRA","JANINE MAURICE LTDA - ME"
"DALILIA LAUREANO DA SILVA","I L TEMOTEO DOS REIS ME"
"RICARDO COLARES SOUTO DA SILVA","MARIA AUXILIADORA DE LAVOR"
"LARISSA MARIA FIGUEIREDO DE OLIVEIRA","MARIA CARMEM BEZERRA ME"
"LUCIFRANCE RAMOS DE SOUSA","MARIA DIANA ANGELO VIDAL MICROEMPRESA"
"JUDA BEN HUR OLIVEIRA MELO","RN COMERCIO VAREJISTA DE GLP LTDA"
"RENAN SARAIVA MARTINS DA SILVA","LEODEGARIO GUERRA NETO"
"BRUNA ESTRELA ANDRADE BRAGA ROCHA","SOARES COMERCIO DE ALIMENTOS LTDA - EPP"
"MANOEL MURILO DE ARAÚJO","SOLINT COMERCIAL EIRELI"
"CARLOS RIBEIRO DE OLIVEIRA","SUZETHE DE A. S. MOURA"
"MILENA SOARES DE PAULA","TA COMERCIO DE CARNES LTDA"
"REBECA ESTEFANE OLIVEIRA DA SILVA","NAYANE INDUSTRIA DE CONFECCOES LTDA"
"LUKIAN ALVES DE SOUZA","NB COSMETICOS E PRODUTOS DE PERFUMARIA LTDA - EPP"
"ANA LETICIA BITU HOLANDA","TORTERIA SERVICOS DE ALIMENTACAO LTDA"
"BÁRBARA MARIA RIBEIRO GUIMARÃES DE OLIVEIRA","TRIDENTAL COMERCIO DE PRODUTOS ODONTOLÓGICOS LTDA EPP"
"NERILDES QUEIROZ GUIMARAES","UNITED CAR LTDA."
"MARIA EZAIDE JUVENAL DA SILVA","PAULA & MARQUES LTDA"
"FRANCISCA LEUZIANE SOUZA DA COSTA","MARINUS CAFES LTDA - ME"
"MOISÉS GOMES DE HOLANDA CUNHA","ROSANGELA M VASCONCELOS ME"
"TAMYLLES DE ARAUJO VIANA","MUNICIPIO DE CASA BRANCA"
"ANA CAROLINA BRANDAO TAVARES DE AMARAL","SCHREDER DO BRASIL ILUMINACAO LTDA"
"JAIRON ISAIAS LEAL","SENDAS DISTRIBUIDORA S/A"
"ROBERTA RODRIGUES TEIXEIRA","A E Y COMERCIO E SERVICOS LTDA"
"VLADIA PEREIRA DE OLIVEIRA","RENOVE MATERIAL DE CONSTRUCOES LTDA"
"EDUARDA AZEVEDO DOS SANTOS","RESIBRAS INDUSTRIA DE CASTANHAS LTDA"
"MARIA RODESSIA CANDIDO ALVES","RL TRANSPORTES LTDA"
"LUCIANO FERREIRA DE OLIVEIRA","ROSALIA CORDEIRO DA SILVA-ME"
"FRANCISCO RONIELLE MENEZES DA SILVA","VITA HAUS PRODUTOS NATURAIS - ME"
"ANTONIA MARTINS FARIAS","ALINE CARVALHO DE AZEVEDO ARAUJO"
"LIDIANE CARLES ALVES CONRADO","SANDRA RODRIGUES MESQUITA ME"
"JOSE VALDEMIR FERNANDES","ALISUL ALIMENTOS SA"
"ANA GABRIELA LIMA BEZERRA","ALESSANDRA ARAUJO PINHEIRO EPP"
"FERNANDA SILVA DE SOUSA","AGOSTINHO CAVALCANTE ROCHA EPP"
"GABRIEL DE OLIVEIRA LEITE","AGROMAQ AGRICOLA LTDA EPP"
"TAMIRES DE LIMA","ALEXANDRE JEREISSATI OLIVEIRA EIRELI EPP"
"JOAO PEDRO MARQUES LOBAO","REFRIGERACAO DURFIO COM E IMP LTDA"
"GABRIEL KAFURE DA ROCHA","WINDSON COMERCIO DE ASSESSORIOS E RELOGIOS LTDA"
"KAUANE VICTÓRIA NASCIMENTO MOURA","ALICE SOARES SILVA"
"CICERA BEGNA BERNARDO DE SOUZA","ALTERNATIVA DISTRIBUIDORA HOSPITALAR LTDA"
"TARLEN PEREIRA LIMA","A PORQUINHA PARAFUSOS LTDA - ME"
"PEDRO VIANA MARTINS LIMA","ALVES GONCALO COSTA COMERCIO LTDA ME"
"ALISSON OLIVEIRA DA PENHA DOS SANTOS","ALMEIDA E LIMA TRANSPORTES"
"YGOR PEREIRA CAVALCANTE","ANGIOCENTRO CENTRO DE ANGIOLOGIA DO CEARA - LTDA"
"JOÃO PAULO BRIGIDO NUNES NETO","ANTONIO WILLIAN DE BRITO ME"
"MARIA APARECIDA DE OLIVEIRA CUNHA","ANTONIZA EDNETE DE FREITAS FEITOSA"
"JULIANA PEREIRA DA PENHA NASCIMENTO","APS DA SILVA GAMA CONFECÇÕES ME"
"ROSIVANIA DE ALMEIDA SIMIÃO","AQUILES DE SOUSA SA ME"
"JOSÉ HADRIEL CRUZ OLIVEIRA","ARAUJO INDUSTRIA, COMERCIO E COLETAS DE MATERIAIS RECICLAVEL"
"GERDAN MOREIRA PAIVA","ART TEXTIL COMERCIO DE TECIDOS E AVIAMENTOS LTDA EPP"
"MARLON FAGUNDES RIBEIRO","ARTFRIO INDUSTRIA E COMERCIO DE MOVEIS, ESQUADRIAS, ARTEFATOS ESTAMPADOS LTDA"
"BRENDA MUNIZ TEIXEIRA","ASA PARTICIPAÇÕES E EMPREENDIMENTOS LTDA"
"JULIA RAQUEL ALENCAR VIEIRA","BARBOZA & BARBOZA COMERCIO LTDA ME"
"NATALIA RODRIGUES DA SILVA","C. M. CIRURGICA INDUSTRIA E COMERCIO LTDA"
"FRANCISCO CLEITON BARROSO DE SOUSA","CAMPOS CIDRACK - SOCIEDADE INDIVIDUAL DE ADVOCACIA"
"LUCIANA COSTA LIMA DE NAGALHÃES","CARLOS A. LIMA ME"
"MARIA CLARICE GUILHERME DA SILVA","BISCOITOS BRIEJER CONFEITARIA LTDA"
"FRANCISCO HELIO SOARES NETO","BISCOITOS BRIEJER CONFEITARIA LTDA"
"MARIA LUCIA SILVA GOMES","BISCOITOS BRIEJER CONFEITARIA LTDA"
"VIVIANE ROSA RIBEIRO CORDEIRO","BISCOITOS BRIEJER CONFEITARIA LTDA"
"JOSÉ NIONES CORREIA FILHO","CAPSULA TECNOLOGIA DA INFORMACAO LTDA."
"ANTONIA ALICE RODRIGUES MORAIS","CASA DAS LINHAS COMERCIO VAREJISTA DE AVIAMENTOS LTDA"
"HENRIQUE FERREIRA OLIVEIRA","CATATAU COMERCIO DE PNEUS LTDA EPP"
"FRANCISCO ELVIS PAZ DA SILVA","CAVINI JEANS INDUSTRIA E COMERCIO DE CONFECCOES LTDA"
"SILVIA HELANE DE LIMA SARAIVA","CK TRANSPORTES DE CARGAS"
"FELIPE MUNIZ MARINHO","BALDESSAR IMPLEMENTOS RODOVIARIOS CEARA LTDA"
"KATIA CILENE ROCHA DA SILVA","BERGERSON JOIAS E RELOGIOS LTDA"
"CARLA EUGENIA FERREIRA DA SILVA","COMERCIAL AGRÍCOLA BRAUN & CLEBER LTDA ME"
"PATRICIA RAVELLY ARAUJO","ARENA SÃO GERARDO"
